stories_id,url,media_name,media_id,title,publish_date,snapshots_id,foci_id,timespans_id,inlink_count,outlink_count,foci,facebook_share_count
484684076,https://twitter.com/realdonaldtrump,Twitter,18346,Donald J. Trump (realDonaldTrump) on Twitter,undateable,1879,,127285,13203,0,[],50962
441605598,http://www.politifact.com/personalities/donald-trump/,Politifact,18391,Donald Trump's file | PolitiFact,undateable,1879,,127285,594,0,"[{'focal_set_name': 'Retweet Partisanship Halves', 'foci_id': 1173, 'stories_id': 441605598, 'name': 'Left Half'}]",230833
169414096,https://twitter.com/SenSanders,Twitter,18346,Bernie Sanders (SenSanders) on Twitter,undateable,1879,,127285,410,0,[],1746
444472215,https://mobile.twitter.com/MELANIATRUMP,Twitter,18346,MELANIA TRUMP (@MELANIATRUMP) on Twitter,undateable,1879,,127285,312,1,[],435
476230704,http://rssfeeds.usatoday.com/~/157711146/0/usatodaycomwashington-topstories~USA-TODAY-exclusive-Hundreds-allege-Donald-Trump-doesn%e2%80%99t-pay-his-bills/,USAToday,64866,USA TODAY exclusive: Hundreds allege Donald Trump doesn’t pay his bills,2016-06-09 16:42:15,1879,,127285,378,6,"[{'focal_set_name': 'Retweet Partisanship Halves', 'foci_id': 1174, 'stories_id': 476230704, 'name': 'Right Half'}, {'focal_set_name': 'Retweet Partisanship Halves', 'foci_id': 1173, 'stories_id': 476230704, 'name': 'Left Half'}, {'focal_set_name': 'Retweet Partisanship Quintiles', 'foci_id': 1181, 'stories_id': 476230704, 'name': 'Center'}, {'focal_set_name': 'Mass Market Media', 'foci_id': 1172, 'stories_id': 476230704, 'name': 'Mass Market Media'}]",0
362451741,http://www.politico.com/story/2015/07/trump-attacks-mccain-i-like-people-who-werent-captured-120317.html,Politico,18268,Trump attacks McCain: 'I like people who weren't captured',2015-07-18 12:22:49,1879,,127285,315,1,"[{'focal_set_name': 'Retweet Partisanship Quintiles', 'foci_id': 1182, 'stories_id': 362451741, 'name': 'Center Left'}, {'focal_set_name': 'Retweet Partisanship Halves', 'foci_id': 1173, 'stories_id': 362451741, 'name': 'Left Half'}, {'focal_set_name': 'Mass Market Media', 'foci_id': 1172, 'stories_id': 362451741, 'name': 'Mass Market Media'}]",10405
512791285,http://abcnews.go.com/Politics/donald-trump-father-fallen-soldier-ive-made-lot/story?id=41015051&cid=tw_fb,ABC News,39000,Trump to Father of Fallen Soldier: 'I've Made a Lot of Sacrifices',2016-08-01 00:00:00,1879,,127285,297,0,"[{'focal_set_name': 'Retweet Partisanship Halves', 'foci_id': 1174, 'stories_id': 512791285, 'name': 'Right Half'}, {'focal_set_name': 'Retweet Partisanship Halves', 'foci_id': 1173, 'stories_id': 512791285, 'name': 'Left Half'}, {'focal_set_name': 'Retweet Partisanship Quintiles', 'foci_id': 1181, 'stories_id': 512791285, 'name': 'Center'}, {'focal_set_name': 'Mass Market Media', 'foci_id': 1172, 'stories_id': 512791285, 'name': 'Mass Market Media'}]",90745
444472486,https://mobile.twitter.com/hashtag/TrumpTrain,Twitter,18346,Search Twitter - #TrumpTrain,undateable,1879,,127285,309,0,[],2
433478637,http://feeds.washingtonpost.com/c/34656/f/645348/s/4e2a49e8/sc/13/l/0M0Swashingtonpost0N0Cnews0Cmorning0Emix0Cwp0C20A160C0A30C10A0Ctrump0Eprotester0Esucker0Epunched0Eat0Enorth0Ecarolina0Erally0Evideos0Eshow0C/story01.htm,Washington Post,2,"Trump protester sucker-punched at North Carolina rally, videos show",2016-03-10 06:05:52,1879,,127285,188,4,"[{'focal_set_name': 'Retweet Partisanship Quintiles', 'foci_id': 1182, 'stories_id': 433478637, 'name': 'Center Left'}, {'focal_set_name': 'Retweet Partisanship Halves', 'foci_id': 1173, 'stories_id': 433478637, 'name': 'Left Half'}, {'focal_set_name': 'Mass Market Media', 'foci_id': 1172, 'stories_id': 433478637, 'name': 'Mass Market Media'}]",51787
492015049,http://www.politico.com/story/2016/07/full-transcript-donald-trump-nomination-acceptance-speech-at-rnc-225974,Politico,18268,Full text: Donald Trump 2016 RNC draft speech transcript,2016-07-21 18:21:58,1879,,127285,203,0,"[{'focal_set_name': 'Retweet Partisanship Quintiles', 'foci_id': 1182, 'stories_id': 492015049, 'name': 'Center Left'}, {'focal_set_name': 'Retweet Partisanship Halves', 'foci_id': 1173, 'stories_id': 492015049, 'name': 'Left Half'}, {'focal_set_name': 'Emails', 'foci_id': 1171, 'stories_id': 492015049, 'name': 'Emails'}, {'focal_set_name': 'Mass Market Media', 'foci_id': 1172, 'stories_id': 492015049, 'name': 'Mass Market Media'}]",364
